sample	subject	timepoint	species	cluster	within_abund	coverage	support
S17-9	S17	9	Streptococcus_oralis	C20	0.0437	0.31	23
S17-9	S17	9	Streptococcus_oralis	C6	0.0393	0.26	34
S17-9	S17	9	Streptococcus_oralis	C15	0.0371	0.26	25
S17-9	S17	9	Streptococcus_oralis	C14	0.0306	0.22	19
S17-9	S17	9	Streptococcus_oralis	C16	0.0306	0.24	41
S17-9	S17	9	Streptococcus_oralis	C9	0.0218	0.24	11
S17-9	S17	9	Streptococcus_parasanguinis	C1	1.0000	0.13	11
S17-9	S17	9	Streptococcus_sanguinis	C6	0.1972	0.13	13
S17-9	S17	9	Streptococcus_sanguinis	C9	0.1831	0.19	10
S17-9	S17	9	Streptococcus_sanguinis	C0	0.1408	0.14	15
S17-9	S17	9	Streptococcus_sanguinis	C5	0.1408	0.10	11
S17-9	S17	9	Streptococcus_sanguinis	C14	0.1408	0.10	11
S17-9	S17	9	Streptococcus_sanguinis	C22	0.0845	0.16	14
S17-9	S17	9	Streptococcus_sanguinis	C10	0.0563	0.23	43
S17-9	S17	9	Streptococcus_sanguinis	C15	0.0563	0.16	11
S17-9	S17	9	Veillonella_atypica	C7	0.3667	0.11	10
S17-9	S17	9	Veillonella_atypica	C10	0.2333	0.16	23
S17-9	S17	9	Veillonella_atypica	C2	0.1667	0.21	30
S17-9	S17	9	Veillonella_atypica	C8	0.1500	0.23	33
S17-9	S17	9	Veillonella_atypica	C5	0.0833	0.11	11
S17-9	S17	9	Veillonella_dispar	C7	0.9089	0.24	27
S17-9	S17	9	Veillonella_dispar	C6	0.0367	0.15	18
S17-9	S17	9	Veillonella_dispar	C10	0.0285	0.12	12
S17-9	S17	9	Veillonella_dispar	C5	0.0259	0.14	10
S17-9	S17	9	Veillonella_parvula	C0	0.2222	0.24	25
S17-9	S17	9	Veillonella_parvula	C11	0.1739	0.23	16
S17-9	S17	9	Veillonella_parvula	C2	0.1353	0.21	14
S17-9	S17	9	Veillonella_parvula	C10	0.1256	0.23	24
S17-9	S17	9	Veillonella_parvula	C9	0.0918	0.29	31
S17-9	S17	9	Veillonella_parvula	C3	0.0773	0.20	16
S17-9	S17	9	Veillonella_parvula	C7	0.0676	0.38	35
S17-9	S17	9	Veillonella_parvula	C5	0.0580	0.23	12
S17-9	S17	9	Veillonella_parvula	C12	0.0483	0.22	17
S9-11	S9	11	Haemophilus_parainfluenzae	C1	0.2000	0.10	12
S9-11	S9	11	Haemophilus_parainfluenzae	C3	0.1600	0.14	22
S9-11	S9	11	Haemophilus_parainfluenzae	C4	0.1600	0.16	20
S9-11	S9	11	Haemophilus_parainfluenzae	C19	0.1600	0.18	22
S9-11	S9	11	Haemophilus_parainfluenzae	C0	0.1200	0.11	17
S9-11	S9	11	Haemophilus_parainfluenzae	C15	0.1200	0.14	14
S9-11	S9	11	Haemophilus_parainfluenzae	C14	0.0800	0.17	11
S9-11	S9	11	Neisseria_subflava	C0	0.1408	0.16	84
S9-11	S9	11	Neisseria_subflava	C7	0.1268	0.32	37
S9-11	S9	11	Neisseria_subflava	C2	0.1127	0.14	84
S9-11	S9	11	Neisseria_subflava	C3	0.1127	0.15	77
S9-11	S9	11	Neisseria_subflava	C4	0.1127	0.23	100
S9-11	S9	11	Neisseria_subflava	C5	0.1127	0.19	75
S9-11	S9	11	Neisseria_subflava	C8	0.1127	0.19	26
S9-11	S9	11	Neisseria_subflava	C1	0.0845	0.22	96
S9-11	S9	11	Neisseria_subflava	C6	0.0845	0.21	103
S9-11	S9	11	Prevotella_melaninogenica	C9	1.0000	0.11	38
S9-11	S9	11	Rothia_dentocariosa	C5	1.0000	0.17	13
S9-11	S9	11	Rothia_mucilaginosa	C4	0.4500	0.16	65
S9-11	S9	11	Rothia_mucilaginosa	C10	0.3000	0.33	192
S9-11	S9	11	Rothia_mucilaginosa	C1	0.2500	0.22	104
S9-11	S9	11	Streptococcus_mitis	C13	1.0000	0.15	10
S9-11	S9	11	Streptococcus_oralis	C3	0.5000	0.11	13
S9-11	S9	11	Streptococcus_oralis	C18	0.5000	0.11	15
S9-11	S9	11	Streptococcus_sanguinis	C4	0.1931	0.59	72
S9-11	S9	11	Streptococcus_sanguinis	C0	0.1172	0.31	36
S9-11	S9	11	Streptococcus_sanguinis	C11	0.0966	0.26	33
S9-11	S9	11	Streptococcus_sanguinis	C7	0.0897	0.19	29
S9-11	S9	11	Streptococcus_sanguinis	C6	0.0828	0.11	11
S9-11	S9	11	Streptococcus_sanguinis	C13	0.0759	0.23	15
S9-11	S9	11	Streptococcus_sanguinis	C22	0.0552	0.17	18
S9-11	S9	11	Streptococcus_sanguinis	C15	0.0483	0.11	11
S9-11	S9	11	Streptococcus_sanguinis	C5	0.0414	0.18	16
S9-11	S9	11	Streptococcus_sanguinis	C9	0.0414	0.29	11
S9-11	S9	11	Streptococcus_sanguinis	C10	0.0414	0.24	48
S9-11	S9	11	Streptococcus_sanguinis	C14	0.0414	0.10	12
S9-11	S9	11	Streptococcus_sanguinis	C20	0.0414	0.19	10
S9-11	S9	11	Streptococcus_sanguinis	C12	0.0345	0.14	15
S9-11	S9	11	Veillonella_dispar	C7	0.9726	0.25	25
S9-11	S9	11	Veillonella_dispar	C1	0.0274	0.24	64
S9-12	S9	12	Granulicatella_adiacens	C9	1.0000	0.10	26
S9-12	S9	12	Haemophilus_parainfluenzae	C3	0.1474	0.23	35
S9-12	S9	12	Haemophilus_parainfluenzae	C0	0.1368	0.11	18
S9-12	S9	12	Haemophilus_parainfluenzae	C4	0.1053	0.21	28
S9-12	S9	12	Haemophilus_parainfluenzae	C7	0.0842	0.11	13
S9-12	S9	12	Haemophilus_parainfluenzae	C8	0.0842	0.14	23
S9-12	S9	12	Haemophilus_parainfluenzae	C13	0.0842	0.15	21
S9-12	S9	12	Haemophilus_parainfluenzae	C9	0.0632	0.12	14
S9-12	S9	12	Haemophilus_parainfluenzae	C17	0.0632	0.13	24
S9-12	S9	12	Haemophilus_parainfluenzae	C19	0.0632	0.18	24
S9-12	S9	12	Haemophilus_parainfluenzae	C1	0.0421	0.15	20
S9-12	S9	12	Haemophilus_parainfluenzae	C14	0.0421	0.22	12
S9-12	S9	12	Haemophilus_parainfluenzae	C15	0.0421	0.15	11
S9-12	S9	12	Haemophilus_parainfluenzae	C16	0.0421	0.12	18
S9-12	S9	12	Neisseria_subflava	C3	0.1622	0.12	57
S9-12	S9	12	Neisseria_subflava	C6	0.1351	0.16	81
S9-12	S9	12	Neisseria_subflava	C8	0.1351	0.14	18
S9-12	S9	12	Neisseria_subflava	C0	0.1081	0.15	73
S9-12	S9	12	Neisseria_subflava	C2	0.1081	0.12	63
S9-12	S9	12	Neisseria_subflava	C5	0.1081	0.19	75
S9-12	S9	12	Neisseria_subflava	C7	0.1081	0.19	21
S9-12	S9	12	Neisseria_subflava	C1	0.0811	0.24	110
S9-12	S9	12	Neisseria_subflava	C4	0.0541	0.24	90
S9-12	S9	12	Prevotella_melaninogenica	C4	0.5455	0.13	36
S9-12	S9	12	Prevotella_melaninogenica	C9	0.4545	0.11	43
S9-12	S9	12	Rothia_mucilaginosa	C10	0.4125	0.22	129
S9-12	S9	12	Rothia_mucilaginosa	C4	0.3375	0.17	67
S9-12	S9	12	Rothia_mucilaginosa	C1	0.2500	0.13	62
S9-12	S9	12	Streptococcus_sanguinis	C22	1.0000	0.16	10
S9-12	S9	12	Veillonella_dispar	C7	0.9744	0.27	23
S9-12	S9	12	Veillonella_dispar	C1	0.0256	0.19	48
S9-14	S9	14	Actinomyces_odontolyticus	C1	0.2857	0.29	253
S9-14	S9	14	Actinomyces_odontolyticus	C2	0.2857	0.15	166
S9-14	S9	14	Actinomyces_odontolyticus	C9	0.2857	0.10	118
S9-14	S9	14	Actinomyces_odontolyticus	C6	0.1429	0.12	137
S9-14	S9	14	Gemella_haemolysans	C8	1.0000	0.24	12
S9-14	S9	14	Granulicatella_adiacens	C9	0.3200	0.42	129
S9-14	S9	14	Granulicatella_adiacens	C10	0.2800	0.24	11
S9-14	S9	14	Granulicatella_adiacens	C8	0.2400	0.34	111
S9-14	S9	14	Granulicatella_adiacens	C2	0.1600	0.15	10
S9-14	S9	14	Haemophilus_parainfluenzae	C12	0.1065	0.15	14
S9-14	S9	14	Haemophilus_parainfluenzae	C18	0.0947	0.14	20
S9-14	S9	14	Haemophilus_parainfluenzae	C13	0.0828	0.21	29
S9-14	S9	14	Haemophilus_parainfluenzae	C6	0.0710	0.22	32
S9-14	S9	14	Haemophilus_parainfluenzae	C7	0.0710	0.18	25
S9-14	S9	14	Haemophilus_parainfluenzae	C9	0.0592	0.18	27
S9-14	S9	14	Haemophilus_parainfluenzae	C10	0.0533	0.21	13
S9-14	S9	14	Haemophilus_parainfluenzae	C0	0.0473	0.24	43
S9-14	S9	14	Haemophilus_parainfluenzae	C1	0.0473	0.26	32
S9-14	S9	14	Haemophilus_parainfluenzae	C3	0.0473	0.23	37
S9-14	S9	14	Haemophilus_parainfluenzae	C5	0.0473	0.16	19
S9-14	S9	14	Haemophilus_parainfluenzae	C8	0.0473	0.23	31
S9-14	S9	14	Haemophilus_parainfluenzae	C11	0.0473	0.12	11
S9-14	S9	14	Haemophilus_parainfluenzae	C14	0.0473	0.28	21
S9-14	S9	14	Haemophilus_parainfluenzae	C15	0.0473	0.29	28
S9-14	S9	14	Haemophilus_parainfluenzae	C19	0.0473	0.33	41
S9-14	S9	14	Haemophilus_parainfluenzae	C4	0.0355	0.25	30
S9-14	S9	14	Neisseria_subflava	C2	0.3196	0.27	193
S9-14	S9	14	Neisseria_subflava	C0	0.1340	0.22	127
S9-14	S9	14	Neisseria_subflava	C3	0.1340	0.21	114
S9-14	S9	14	Neisseria_subflava	C4	0.0928	0.18	92
S9-14	S9	14	Neisseria_subflava	C1	0.0825	0.32	174
S9-14	S9	14	Neisseria_subflava	C6	0.0670	0.19	97
S9-14	S9	14	Neisseria_subflava	C5	0.0619	0.18	70
S9-14	S9	14	Neisseria_subflava	C7	0.0619	0.17	22
S9-14	S9	14	Neisseria_subflava	C8	0.0464	0.19	21
S9-14	S9	14	Porphyromonas_gingivalis	C14	0.6787	0.14	15
S9-14	S9	14	Porphyromonas_gingivalis	C10	0.1105	0.14	11
S9-14	S9	14	Porphyromonas_gingivalis	C8	0.0977	0.14	13
S9-14	S9	14	Porphyromonas_gingivalis	C15	0.0720	0.13	15
S9-14	S9	14	Porphyromonas_gingivalis	C12	0.0411	0.11	13
S9-14	S9	14	Prevotella_melaninogenica	C1	0.2288	0.33	199
S9-14	S9	14	Prevotella_melaninogenica	C8	0.1441	0.51	224
S9-14	S9	14	Prevotella_melaninogenica	C9	0.1441	0.52	232
S9-14	S9	14	Prevotella_melaninogenica	C0	0.0911	0.51	155
S9-14	S9	14	Prevotella_melaninogenica	C4	0.0763	0.47	162
S9-14	S9	14	Prevotella_melaninogenica	C3	0.0678	0.36	87
S9-14	S9	14	Prevotella_melaninogenica	C7	0.0678	0.32	120
S9-14	S9	14	Prevotella_melaninogenica	C10	0.0572	0.45	133
S9-14	S9	14	Prevotella_melaninogenica	C2	0.0530	0.42	123
S9-14	S9	14	Prevotella_melaninogenica	C6	0.0466	0.30	71
S9-14	S9	14	Prevotella_melaninogenica	C5	0.0233	0.27	74
S9-14	S9	14	Rothia_dentocariosa	C3	0.6667	0.43	87
S9-14	S9	14	Rothia_dentocariosa	C1	0.3333	0.21	30
S9-14	S9	14	Rothia_mucilaginosa	C1	0.1863	0.17	87
S9-14	S9	14	Rothia_mucilaginosa	C10	0.1739	0.20	120
S9-14	S9	14	Rothia_mucilaginosa	C4	0.1366	0.15	60
S9-14	S9	14	Rothia_mucilaginosa	C7	0.1118	0.11	23
S9-14	S9	14	Rothia_mucilaginosa	C5	0.0870	0.13	52
S9-14	S9	14	Rothia_mucilaginosa	C9	0.0870	0.12	29
S9-14	S9	14	Rothia_mucilaginosa	C0	0.0745	0.17	52
S9-14	S9	14	Rothia_mucilaginosa	C8	0.0745	0.14	37
S9-14	S9	14	Rothia_mucilaginosa	C2	0.0683	0.10	27
S9-14	S9	14	Streptococcus_gordonii	C10	0.3043	0.17	11
S9-14	S9	14	Streptococcus_gordonii	C3	0.1304	0.28	12
S9-14	S9	14	Streptococcus_gordonii	C4	0.1304	0.26	13
S9-14	S9	14	Streptococcus_gordonii	C7	0.1304	0.24	13
S9-14	S9	14	Streptococcus_gordonii	C9	0.1304	0.17	15
S9-14	S9	14	Streptococcus_gordonii	C5	0.0870	0.23	11
S9-14	S9	14	Streptococcus_gordonii	C6	0.0870	0.14	10
S9-14	S9	14	Streptococcus_mitis	C15	0.1296	0.12	15
S9-14	S9	14	Streptococcus_mitis	C2	0.1157	0.15	21
S9-14	S9	14	Streptococcus_mitis	C0	0.1019	0.13	19
S9-14	S9	14	Streptococcus_mitis	C8	0.0787	0.14	22
S9-14	S9	14	Streptococcus_mitis	C7	0.0741	0.22	25
S9-14	S9	14	Streptococcus_mitis	C11	0.0648	0.12	14
S9-14	S9	14	Streptococcus_mitis	C13	0.0648	0.19	20
S9-14	S9	14	Streptococcus_mitis	C9	0.0602	0.17	28
S9-14	S9	14	Streptococcus_mitis	C12	0.0556	0.16	21
S9-14	S9	14	Streptococcus_mitis	C3	0.0509	0.14	15
S9-14	S9	14	Streptococcus_mitis	C4	0.0463	0.23	31
S9-14	S9	14	Streptococcus_mitis	C5	0.0370	0.17	27
S9-14	S9	14	Streptococcus_mitis	C10	0.0370	0.10	12
S9-14	S9	14	Streptococcus_mitis	C1	0.0278	0.24	21
S9-14	S9	14	Streptococcus_mitis	C6	0.0278	0.24	32
S9-14	S9	14	Streptococcus_mitis	C14	0.0278	0.22	33
S9-14	S9	14	Streptococcus_oralis	C6	0.1032	0.15	16
S9-14	S9	14	Streptococcus_oralis	C18	0.0903	0.41	81
S9-14	S9	14	Streptococcus_oralis	C21	0.0774	0.14	13
S9-14	S9	14	Streptococcus_oralis	C4	0.0645	0.25	19
S9-14	S9	14	Streptococcus_oralis	C14	0.0645	0.19	13
S9-14	S9	14	Streptococcus_oralis	C20	0.0645	0.12	10
S9-14	S9	14	Streptococcus_oralis	C15	0.0581	0.13	10
S9-14	S9	14	Streptococcus_oralis	C3	0.0516	0.21	38
S9-14	S9	14	Streptococcus_oralis	C5	0.0516	0.17	14
S9-14	S9	14	Streptococcus_oralis	C16	0.0516	0.39	63
S9-14	S9	14	Streptococcus_oralis	C19	0.0516	0.19	16
S9-14	S9	14	Streptococcus_oralis	C22	0.0516	0.13	21
S9-14	S9	14	Streptococcus_oralis	C0	0.0387	0.14	15
S9-14	S9	14	Streptococcus_oralis	C2	0.0387	0.19	25
S9-14	S9	14	Streptococcus_oralis	C9	0.0387	0.24	10
S9-14	S9	14	Streptococcus_oralis	C12	0.0387	0.19	14
S9-14	S9	14	Streptococcus_oralis	C17	0.0387	0.22	34
S9-14	S9	14	Streptococcus_oralis	C7	0.0258	0.22	12
S9-14	S9	14	Streptococcus_parasanguinis	C1	0.1297	0.23	23
S9-14	S9	14	Streptococcus_parasanguinis	C15	0.1243	0.21	29
S9-14	S9	14	Streptococcus_parasanguinis	C9	0.0865	0.32	35
S9-14	S9	14	Streptococcus_parasanguinis	C16	0.0865	0.17	15
S9-14	S9	14	Streptococcus_parasanguinis	C12	0.0757	0.22	19
S9-14	S9	14	Streptococcus_parasanguinis	C0	0.0541	0.16	14
S9-14	S9	14	Streptococcus_parasanguinis	C4	0.0541	0.23	18
S9-14	S9	14	Streptococcus_parasanguinis	C10	0.0541	0.22	18
S9-14	S9	14	Streptococcus_parasanguinis	C14	0.0486	0.13	10
S9-14	S9	14	Streptococcus_parasanguinis	C7	0.0432	0.20	24
S9-14	S9	14	Streptococcus_parasanguinis	C8	0.0432	0.14	14
S9-14	S9	14	Streptococcus_parasanguinis	C17	0.0432	0.13	16
S9-14	S9	14	Streptococcus_parasanguinis	C13	0.0378	0.14	17
S9-14	S9	14	Streptococcus_parasanguinis	C2	0.0324	0.19	18
S9-14	S9	14	Streptococcus_parasanguinis	C3	0.0324	0.17	13
S9-14	S9	14	Streptococcus_parasanguinis	C11	0.0324	0.14	17
S9-14	S9	14	Streptococcus_parasanguinis	C5	0.0216	0.30	28
S9-14	S9	14	Streptococcus_salivarius	C0	0.2661	0.37	36
S9-14	S9	14	Streptococcus_salivarius	C6	0.2419	0.11	13
S9-14	S9	14	Streptococcus_salivarius	C5	0.1371	0.41	18
S9-14	S9	14	Streptococcus_salivarius	C11	0.1290	0.24	12
S9-14	S9	14	Streptococcus_salivarius	C10	0.1210	0.14	12
S9-14	S9	14	Streptococcus_salivarius	C1	0.0645	0.24	26
S9-14	S9	14	Streptococcus_salivarius	C2	0.0403	0.24	17
S9-14	S9	14	Streptococcus_sanguinis	C2	0.4439	0.37	38
S9-14	S9	14	Streptococcus_sanguinis	C7	0.1123	0.45	68
S9-14	S9	14	Streptococcus_sanguinis	C11	0.0963	0.15	20
S9-14	S9	14	Streptococcus_sanguinis	C14	0.0856	0.13	15
S9-14	S9	14	Streptococcus_sanguinis	C5	0.0749	0.17	19
S9-14	S9	14	Streptococcus_sanguinis	C9	0.0535	0.17	10
S9-14	S9	14	Streptococcus_sanguinis	C4	0.0481	0.18	18
S9-14	S9	14	Streptococcus_sanguinis	C0	0.0428	0.21	22
S9-14	S9	14	Streptococcus_sanguinis	C12	0.0428	0.11	13
S9-14	S9	14	Veillonella_atypica	C10	0.1736	0.47	75
S9-14	S9	14	Veillonella_atypica	C1	0.1157	0.37	47
S9-14	S9	14	Veillonella_atypica	C3	0.1157	0.18	24
S9-14	S9	14	Veillonella_atypica	C2	0.0992	0.44	64
S9-14	S9	14	Veillonella_atypica	C8	0.0992	0.38	51
S9-14	S9	14	Veillonella_atypica	C5	0.0826	0.22	23
S9-14	S9	14	Veillonella_atypica	C11	0.0826	0.31	18
S9-14	S9	14	Veillonella_atypica	C4	0.0661	0.26	26
S9-14	S9	14	Veillonella_atypica	C6	0.0661	0.19	27
S9-14	S9	14	Veillonella_atypica	C7	0.0661	0.35	27
S9-14	S9	14	Veillonella_atypica	C9	0.0331	0.19	11
S9-14	S9	14	Veillonella_dispar	C7	0.1550	0.43	46
S9-14	S9	14	Veillonella_dispar	C9	0.1550	0.24	49
S9-14	S9	14	Veillonella_dispar	C4	0.1085	0.32	10
S9-14	S9	14	Veillonella_dispar	C14	0.1085	0.35	25
S9-14	S9	14	Veillonella_dispar	C2	0.1008	0.24	16
S9-14	S9	14	Veillonella_dispar	C8	0.0775	0.17	13
S9-14	S9	14	Veillonella_dispar	C6	0.0698	0.22	27
S9-14	S9	14	Veillonella_dispar	C1	0.0620	0.70	343
S9-14	S9	14	Veillonella_dispar	C10	0.0543	0.24	17
S9-14	S9	14	Veillonella_dispar	C5	0.0388	0.28	16
S9-14	S9	14	Veillonella_dispar	C12	0.0388	0.30	24
S9-14	S9	14	Veillonella_dispar	C11	0.0310	0.29	31
S9-14	S9	14	Veillonella_parvula	C3	0.1494	0.29	26
S9-14	S9	14	Veillonella_parvula	C0	0.1264	0.23	26
S9-14	S9	14	Veillonella_parvula	C5	0.1149	0.27	16
S9-14	S9	14	Veillonella_parvula	C7	0.1149	0.32	31
S9-14	S9	14	Veillonella_parvula	C2	0.0920	0.22	15
S9-14	S9	14	Veillonella_parvula	C10	0.0920	0.37	36
S9-14	S9	14	Veillonella_parvula	C11	0.0920	0.29	18
S9-14	S9	14	Veillonella_parvula	C12	0.0920	0.20	17
S9-14	S9	14	Veillonella_parvula	C9	0.0690	0.40	34
S9-14	S9	14	Veillonella_parvula	C4	0.0575	0.33	14
S9-1	S9	1	Gemella_haemolysans	C8	0.5238	0.38	24
S9-1	S9	1	Gemella_haemolysans	C10	0.2381	0.32	13
S9-1	S9	1	Gemella_haemolysans	C9	0.1429	0.13	13
S9-1	S9	1	Gemella_haemolysans	C3	0.0952	0.29	12
S9-1	S9	1	Granulicatella_adiacens	C9	0.4444	0.17	53
S9-1	S9	1	Granulicatella_adiacens	C8	0.3333	0.16	49
S9-1	S9	1	Granulicatella_adiacens	C3	0.2222	0.11	11
S9-1	S9	1	Haemophilus_parainfluenzae	C3	0.1106	0.36	58
S9-1	S9	1	Haemophilus_parainfluenzae	C4	0.0905	0.43	73
S9-1	S9	1	Haemophilus_parainfluenzae	C0	0.0754	0.18	33
S9-1	S9	1	Haemophilus_parainfluenzae	C7	0.0653	0.19	25
S9-1	S9	1	Haemophilus_parainfluenzae	C12	0.0653	0.17	19
S9-1	S9	1	Haemophilus_parainfluenzae	C14	0.0653	0.24	23
S9-1	S9	1	Haemophilus_parainfluenzae	C5	0.0603	0.16	26
S9-1	S9	1	Haemophilus_parainfluenzae	C15	0.0603	0.26	29
S9-1	S9	1	Haemophilus_parainfluenzae	C6	0.0503	0.17	26
S9-1	S9	1	Haemophilus_parainfluenzae	C9	0.0503	0.17	26
S9-1	S9	1	Haemophilus_parainfluenzae	C13	0.0503	0.18	25
S9-1	S9	1	Haemophilus_parainfluenzae	C19	0.0503	0.27	34
S9-1	S9	1	Haemophilus_parainfluenzae	C1	0.0402	0.23	34
S9-1	S9	1	Haemophilus_parainfluenzae	C8	0.0402	0.19	31
S9-1	S9	1	Haemophilus_parainfluenzae	C11	0.0402	0.16	15
S9-1	S9	1	Haemophilus_parainfluenzae	C2	0.0302	0.21	30
S9-1	S9	1	Haemophilus_parainfluenzae	C17	0.0302	0.25	53
S9-1	S9	1	Haemophilus_parainfluenzae	C16	0.0251	0.17	31
S9-1	S9	1	Neisseria_subflava	C8	0.2897	0.15	22
S9-1	S9	1	Neisseria_subflava	C3	0.1277	0.21	124
S9-1	S9	1	Neisseria_subflava	C0	0.1184	0.24	130
S9-1	S9	1	Neisseria_subflava	C7	0.1090	0.28	35
S9-1	S9	1	Neisseria_subflava	C2	0.0997	0.19	125
S9-1	S9	1	Neisseria_subflava	C5	0.0810	0.27	116
S9-1	S9	1	Neisseria_subflava	C1	0.0685	0.52	287
S9-1	S9	1	Neisseria_subflava	C6	0.0561	0.25	123
S9-1	S9	1	Neisseria_subflava	C4	0.0498	0.28	134
S9-1	S9	1	Porphyromonas_gingivalis	C12	0.4167	0.22	35
S9-1	S9	1	Porphyromonas_gingivalis	C8	0.3194	0.12	11
S9-1	S9	1	Porphyromonas_gingivalis	C14	0.1389	0.14	11
S9-1	S9	1	Porphyromonas_gingivalis	C2	0.1250	0.13	11
S9-1	S9	1	Prevotella_melaninogenica	C4	0.1837	0.20	60
S9-1	S9	1	Prevotella_melaninogenica	C0	0.1224	0.25	55
S9-1	S9	1	Prevotella_melaninogenica	C7	0.1224	0.17	49
S9-1	S9	1	Prevotella_melaninogenica	C9	0.1224	0.24	91
S9-1	S9	1	Prevotella_melaninogenica	C10	0.1224	0.16	34
S9-1	S9	1	Prevotella_melaninogenica	C1	0.0816	0.41	199
S9-1	S9	1	Prevotella_melaninogenica	C2	0.0816	0.17	31
S9-1	S9	1	Prevotella_melaninogenica	C3	0.0816	0.17	31
S9-1	S9	1	Prevotella_melaninogenica	C8	0.0816	0.24	72
S9-1	S9	1	Rothia_dentocariosa	C10	1.0000	0.11	17
S9-1	S9	1	Rothia_mucilaginosa	C1	0.3865	0.13	64
S9-1	S9	1	Rothia_mucilaginosa	C10	0.2899	0.19	121
S9-1	S9	1	Rothia_mucilaginosa	C4	0.2802	0.11	45
S9-1	S9	1	Rothia_mucilaginosa	C3	0.0435	0.10	28
S9-1	S9	1	Streptococcus_mitis	C13	0.1376	0.21	27
S9-1	S9	1	Streptococcus_mitis	C2	0.1101	0.19	33
S9-1	S9	1	Streptococcus_mitis	C1	0.1009	0.31	34
S9-1	S9	1	Streptococcus_mitis	C11	0.0826	0.17	26
S9-1	S9	1	Streptococcus_mitis	C14	0.0826	0.25	38
S9-1	S9	1	Streptococcus_mitis	C0	0.0734	0.22	33
S9-1	S9	1	Streptococcus_mitis	C4	0.0550	0.27	45
S9-1	S9	1	Streptococcus_mitis	C10	0.0550	0.17	24
S9-1	S9	1	Streptococcus_mitis	C12	0.0550	0.25	37
S9-1	S9	1	Streptococcus_mitis	C7	0.0459	0.25	29
S9-1	S9	1	Streptococcus_mitis	C9	0.0459	0.13	19
S9-1	S9	1	Streptococcus_mitis	C6	0.0367	0.29	40
S9-1	S9	1	Streptococcus_mitis	C3	0.0321	0.25	27
S9-1	S9	1	Streptococcus_mitis	C5	0.0321	0.23	35
S9-1	S9	1	Streptococcus_mitis	C8	0.0275	0.16	22
S9-1	S9	1	Streptococcus_mitis	C15	0.0275	0.13	12
S9-1	S9	1	Streptococcus_oralis	C19	0.2667	0.11	12
S9-1	S9	1	Streptococcus_oralis	C12	0.1778	0.21	17
S9-1	S9	1	Streptococcus_oralis	C0	0.0778	0.16	17
S9-1	S9	1	Streptococcus_oralis	C3	0.0778	0.16	24
S9-1	S9	1	Streptococcus_oralis	C4	0.0667	0.16	12
S9-1	S9	1	Streptococcus_oralis	C18	0.0667	0.19	31
S9-1	S9	1	Streptococcus_oralis	C21	0.0556	0.11	10
S9-1	S9	1	Streptococcus_oralis	C2	0.0444	0.14	16
S9-1	S9	1	Streptococcus_oralis	C15	0.0444	0.14	10
S9-1	S9	1	Streptococcus_oralis	C17	0.0444	0.23	34
S9-1	S9	1	Streptococcus_oralis	C22	0.0444	0.18	22
S9-1	S9	1	Streptococcus_oralis	C16	0.0333	0.11	11
S9-1	S9	1	Streptococcus_salivarius	C5	0.4167	0.22	10
S9-1	S9	1	Streptococcus_salivarius	C0	0.2500	0.26	23
S9-1	S9	1	Streptococcus_salivarius	C1	0.1667	0.18	14
S9-1	S9	1	Streptococcus_salivarius	C10	0.1667	0.18	10
S9-1	S9	1	Streptococcus_sanguinis	C11	0.2381	0.11	14
S9-1	S9	1	Streptococcus_sanguinis	C12	0.1905	0.10	10
S9-1	S9	1	Streptococcus_sanguinis	C0	0.1429	0.16	15
S9-1	S9	1	Streptococcus_sanguinis	C10	0.1429	0.15	30
S9-1	S9	1	Streptococcus_sanguinis	C5	0.0952	0.14	11
S9-1	S9	1	Streptococcus_sanguinis	C15	0.0952	0.15	10
S9-1	S9	1	Streptococcus_sanguinis	C22	0.0952	0.14	11
S9-1	S9	1	Veillonella_atypica	C8	0.3333	0.21	26
S9-1	S9	1	Veillonella_atypica	C10	0.2667	0.33	44
S9-1	S9	1	Veillonella_atypica	C1	0.1333	0.30	26
S9-1	S9	1	Veillonella_atypica	C2	0.1333	0.26	31
S9-1	S9	1	Veillonella_atypica	C4	0.1333	0.13	10
S9-1	S9	1	Veillonella_dispar	C7	0.3519	0.34	32
S9-1	S9	1	Veillonella_dispar	C1	0.1481	0.54	249
S9-1	S9	1	Veillonella_dispar	C8	0.1481	0.16	14
S9-1	S9	1	Veillonella_dispar	C10	0.1481	0.13	10
S9-1	S9	1	Veillonella_dispar	C14	0.0926	0.20	14
S9-1	S9	1	Veillonella_dispar	C2	0.0741	0.21	11
S9-1	S9	1	Veillonella_dispar	C6	0.0370	0.17	11
S9-1	S9	1	Veillonella_parvula	C3	0.3333	0.18	16
S9-1	S9	1	Veillonella_parvula	C7	0.2500	0.17	16
S9-1	S9	1	Veillonella_parvula	C10	0.1667	0.15	12
S9-1	S9	1	Veillonella_parvula	C12	0.1667	0.20	12
S9-1	S9	1	Veillonella_parvula	C9	0.0833	0.23	13
S9-2	S9	2	Granulicatella_adiacens	C9	1.0000	0.10	15
S9-2	S9	2	Haemophilus_parainfluenzae	C0	0.1379	0.18	29
S9-2	S9	2	Haemophilus_parainfluenzae	C15	0.1149	0.21	19
S9-2	S9	2	Haemophilus_parainfluenzae	C19	0.1149	0.26	33
S9-2	S9	2	Haemophilus_parainfluenzae	C1	0.0920	0.11	16
S9-2	S9	2	Haemophilus_parainfluenzae	C3	0.0920	0.19	30
