sample	subject	timepoint	species	cluster	within_abund	coverage	support
S9-2	S9	2	Haemophilus_parainfluenzae	C9	0.0920	0.10	16
S9-2	S9	2	Haemophilus_parainfluenzae	C5	0.0805	0.16	19
S9-2	S9	2	Haemophilus_parainfluenzae	C4	0.0690	0.25	36
S9-2	S9	2	Haemophilus_parainfluenzae	C14	0.0690	0.20	15
S9-2	S9	2	Haemophilus_parainfluenzae	C7	0.0460	0.12	14
S9-2	S9	2	Haemophilus_parainfluenzae	C8	0.0460	0.13	15
S9-2	S9	2	Haemophilus_parainfluenzae	C13	0.0460	0.14	16
S9-2	S9	2	Neisseria_subflava	C6	0.1579	0.22	111
S9-2	S9	2	Neisseria_subflava	C7	0.1504	0.28	38
S9-2	S9	2	Neisseria_subflava	C0	0.1353	0.19	95
S9-2	S9	2	Neisseria_subflava	C3	0.1353	0.18	91
S9-2	S9	2	Neisseria_subflava	C8	0.1203	0.18	25
S9-2	S9	2	Neisseria_subflava	C5	0.0902	0.22	92
S9-2	S9	2	Neisseria_subflava	C2	0.0752	0.19	114
S9-2	S9	2	Neisseria_subflava	C4	0.0752	0.22	102
S9-2	S9	2	Neisseria_subflava	C1	0.0602	0.31	165
S9-2	S9	2	Porphyromonas_gingivalis	C14	0.4737	0.14	12
S9-2	S9	2	Porphyromonas_gingivalis	C2	0.2632	0.11	10
S9-2	S9	2	Porphyromonas_gingivalis	C8	0.2632	0.19	13
S9-2	S9	2	Prevotella_melaninogenica	C1	0.1622	0.46	220
S9-2	S9	2	Prevotella_melaninogenica	C4	0.1622	0.13	40
S9-2	S9	2	Prevotella_melaninogenica	C7	0.1622	0.14	39
S9-2	S9	2	Prevotella_melaninogenica	C9	0.1622	0.19	61
S9-2	S9	2	Prevotella_melaninogenica	C3	0.1081	0.10	15
S9-2	S9	2	Prevotella_melaninogenica	C8	0.1081	0.14	40
S9-2	S9	2	Prevotella_melaninogenica	C10	0.0811	0.15	25
S9-2	S9	2	Prevotella_melaninogenica	C0	0.0541	0.12	18
S9-2	S9	2	Rothia_mucilaginosa	C4	0.3500	0.12	51
S9-2	S9	2	Rothia_mucilaginosa	C10	0.3500	0.23	137
S9-2	S9	2	Rothia_mucilaginosa	C1	0.3000	0.15	72
S9-2	S9	2	Streptococcus_sanguinis	C4	0.2955	0.18	18
S9-2	S9	2	Streptococcus_sanguinis	C11	0.1818	0.10	12
S9-2	S9	2	Streptococcus_sanguinis	C12	0.1591	0.12	11
S9-2	S9	2	Streptococcus_sanguinis	C10	0.1364	0.12	24
S9-2	S9	2	Streptococcus_sanguinis	C22	0.1364	0.14	15
S9-2	S9	2	Streptococcus_sanguinis	C7	0.0909	0.10	11
S9-2	S9	2	Veillonella_atypica	C8	0.5000	0.11	10
S9-2	S9	2	Veillonella_atypica	C10	0.5000	0.17	16
S9-2	S9	2	Veillonella_dispar	C7	0.9580	0.19	21
S9-2	S9	2	Veillonella_dispar	C6	0.0420	0.11	12
S9-6	S9	6	Actinomyces_odontolyticus	C6	0.2889	0.68	1507
S9-6	S9	6	Actinomyces_odontolyticus	C7	0.2000	0.20	260
S9-6	S9	6	Actinomyces_odontolyticus	C9	0.2000	0.18	316
S9-6	S9	6	Actinomyces_odontolyticus	C1	0.1778	0.25	313
S9-6	S9	6	Actinomyces_odontolyticus	C2	0.0667	0.27	354
S9-6	S9	6	Actinomyces_odontolyticus	C4	0.0667	0.25	436
S9-6	S9	6	Gemella_haemolysans	C3	0.3063	0.22	12
S9-6	S9	6	Gemella_haemolysans	C6	0.2125	0.44	52
S9-6	S9	6	Gemella_haemolysans	C4	0.1313	0.23	11
S9-6	S9	6	Gemella_haemolysans	C5	0.1250	0.29	10
S9-6	S9	6	Gemella_haemolysans	C9	0.1125	0.15	17
S9-6	S9	6	Gemella_haemolysans	C13	0.1125	0.33	12
S9-6	S9	6	Granulicatella_adiacens	C8	0.1902	0.35	130
S9-6	S9	6	Granulicatella_adiacens	C9	0.1359	0.36	120
S9-6	S9	6	Granulicatella_adiacens	C7	0.1304	0.14	10
S9-6	S9	6	Granulicatella_adiacens	C6	0.1141	0.21	10
S9-6	S9	6	Granulicatella_adiacens	C3	0.1087	0.22	38
S9-6	S9	6	Granulicatella_adiacens	C5	0.0870	0.12	14
S9-6	S9	6	Granulicatella_adiacens	C2	0.0652	0.29	17
S9-6	S9	6	Granulicatella_adiacens	C4	0.0652	0.22	12
S9-6	S9	6	Granulicatella_adiacens	C10	0.0598	0.21	11
S9-6	S9	6	Granulicatella_adiacens	C11	0.0435	0.23	20
S9-6	S9	6	Haemophilus_parainfluenzae	C19	0.0776	0.41	57
S9-6	S9	6	Haemophilus_parainfluenzae	C17	0.0731	0.17	42
S9-6	S9	6	Haemophilus_parainfluenzae	C7	0.0665	0.27	40
S9-6	S9	6	Haemophilus_parainfluenzae	C13	0.0593	0.29	47
S9-6	S9	6	Haemophilus_parainfluenzae	C5	0.0587	0.35	52
S9-6	S9	6	Haemophilus_parainfluenzae	C3	0.0548	0.39	69
S9-6	S9	6	Haemophilus_parainfluenzae	C9	0.0521	0.25	38
S9-6	S9	6	Haemophilus_parainfluenzae	C18	0.0515	0.23	39
S9-6	S9	6	Haemophilus_parainfluenzae	C12	0.0499	0.25	29
S9-6	S9	6	Haemophilus_parainfluenzae	C8	0.0488	0.28	49
S9-6	S9	6	Haemophilus_parainfluenzae	C1	0.0476	0.47	71
S9-6	S9	6	Haemophilus_parainfluenzae	C6	0.0454	0.30	43
S9-6	S9	6	Haemophilus_parainfluenzae	C14	0.0454	0.41	40
S9-6	S9	6	Haemophilus_parainfluenzae	C10	0.0443	0.17	12
S9-6	S9	6	Haemophilus_parainfluenzae	C15	0.0443	0.39	42
S9-6	S9	6	Haemophilus_parainfluenzae	C16	0.0421	0.22	51
S9-6	S9	6	Haemophilus_parainfluenzae	C4	0.0410	0.40	68
S9-6	S9	6	Haemophilus_parainfluenzae	C2	0.0355	0.23	41
S9-6	S9	6	Haemophilus_parainfluenzae	C0	0.0310	0.33	60
S9-6	S9	6	Haemophilus_parainfluenzae	C11	0.0310	0.29	29
S9-6	S9	6	Neisseria_subflava	C2	0.3981	0.32	227
S9-6	S9	6	Neisseria_subflava	C1	0.2184	0.40	220
S9-6	S9	6	Neisseria_subflava	C4	0.0825	0.21	99
S9-6	S9	6	Neisseria_subflava	C0	0.0704	0.23	121
S9-6	S9	6	Neisseria_subflava	C3	0.0655	0.20	106
S9-6	S9	6	Neisseria_subflava	C6	0.0631	0.19	92
S9-6	S9	6	Neisseria_subflava	C5	0.0534	0.18	72
S9-6	S9	6	Neisseria_subflava	C7	0.0243	0.21	25
S9-6	S9	6	Neisseria_subflava	C8	0.0243	0.24	30
S9-6	S9	6	Porphyromonas_gingivalis	C14	0.6181	0.15	17
S9-6	S9	6	Porphyromonas_gingivalis	C8	0.1206	0.17	17
S9-6	S9	6	Porphyromonas_gingivalis	C0	0.1055	0.11	12
S9-6	S9	6	Porphyromonas_gingivalis	C13	0.0754	0.11	18
S9-6	S9	6	Porphyromonas_gingivalis	C16	0.0452	0.28	21
S9-6	S9	6	Porphyromonas_gingivalis	C15	0.0352	0.14	16
S9-6	S9	6	Prevotella_melaninogenica	C3	0.2532	0.48	114
S9-6	S9	6	Prevotella_melaninogenica	C0	0.2405	0.56	173
S9-6	S9	6	Prevotella_melaninogenica	C1	0.2114	0.61	399
S9-6	S9	6	Prevotella_melaninogenica	C10	0.1300	0.53	161
S9-6	S9	6	Prevotella_melaninogenica	C7	0.0349	0.46	164
S9-6	S9	6	Prevotella_melaninogenica	C4	0.0291	0.49	173
S9-6	S9	6	Prevotella_melaninogenica	C6	0.0272	0.42	106
S9-6	S9	6	Prevotella_melaninogenica	C2	0.0252	0.53	151
S9-6	S9	6	Prevotella_melaninogenica	C9	0.0252	0.56	244
S9-6	S9	6	Prevotella_melaninogenica	C5	0.0233	0.36	101
S9-6	S9	6	Rothia_dentocariosa	C12	0.2074	0.27	67
S9-6	S9	6	Rothia_dentocariosa	C10	0.1383	0.24	47
S9-6	S9	6	Rothia_dentocariosa	C8	0.1117	0.17	34
S9-6	S9	6	Rothia_dentocariosa	C7	0.0957	0.18	37
S9-6	S9	6	Rothia_dentocariosa	C4	0.0851	0.16	43
S9-6	S9	6	Rothia_dentocariosa	C1	0.0745	0.12	34
S9-6	S9	6	Rothia_dentocariosa	C3	0.0745	0.18	50
S9-6	S9	6	Rothia_dentocariosa	C6	0.0745	0.15	26
S9-6	S9	6	Rothia_dentocariosa	C11	0.0745	0.11	32
S9-6	S9	6	Rothia_dentocariosa	C9	0.0638	0.17	43
S9-6	S9	6	Rothia_mucilaginosa	C12	0.2775	0.22	100
S9-6	S9	6	Rothia_mucilaginosa	C11	0.1340	0.67	401
S9-6	S9	6	Rothia_mucilaginosa	C5	0.1292	0.15	67
S9-6	S9	6	Rothia_mucilaginosa	C9	0.1005	0.18	43
S9-6	S9	6	Rothia_mucilaginosa	C3	0.0957	0.19	60
S9-6	S9	6	Rothia_mucilaginosa	C8	0.0861	0.15	37
S9-6	S9	6	Rothia_mucilaginosa	C2	0.0574	0.12	36
S9-6	S9	6	Rothia_mucilaginosa	C6	0.0478	0.13	25
S9-6	S9	6	Rothia_mucilaginosa	C7	0.0478	0.14	27
S9-6	S9	6	Rothia_mucilaginosa	C4	0.0239	0.14	50
S9-6	S9	6	Streptococcus_gordonii	C1	0.1695	0.23	12
S9-6	S9	6	Streptococcus_gordonii	C6	0.1695	0.16	17
S9-6	S9	6	Streptococcus_gordonii	C9	0.1695	0.15	16
S9-6	S9	6	Streptococcus_gordonii	C10	0.1186	0.22	16
S9-6	S9	6	Streptococcus_gordonii	C2	0.1017	0.28	14
S9-6	S9	6	Streptococcus_gordonii	C3	0.1017	0.33	12
S9-6	S9	6	Streptococcus_gordonii	C7	0.1017	0.28	13
S9-6	S9	6	Streptococcus_gordonii	C4	0.0678	0.26	13
S9-6	S9	6	Streptococcus_mitis	C14	0.1088	0.49	88
S9-6	S9	6	Streptococcus_mitis	C1	0.0988	0.52	57
S9-6	S9	6	Streptococcus_mitis	C3	0.0866	0.47	55
S9-6	S9	6	Streptococcus_mitis	C8	0.0844	0.28	48
S9-6	S9	6	Streptococcus_mitis	C15	0.0755	0.23	29
S9-6	S9	6	Streptococcus_mitis	C5	0.0688	0.34	60
S9-6	S9	6	Streptococcus_mitis	C6	0.0688	0.45	75
S9-6	S9	6	Streptococcus_mitis	C9	0.0688	0.26	46
S9-6	S9	6	Streptococcus_mitis	C10	0.0577	0.21	31
S9-6	S9	6	Streptococcus_mitis	C7	0.0555	0.42	52
S9-6	S9	6	Streptococcus_mitis	C2	0.0533	0.28	48
S9-6	S9	6	Streptococcus_mitis	C13	0.0444	0.30	40
S9-6	S9	6	Streptococcus_mitis	C4	0.0422	0.44	73
S9-6	S9	6	Streptococcus_mitis	C12	0.0355	0.31	48
S9-6	S9	6	Streptococcus_mitis	C11	0.0266	0.26	41
S9-6	S9	6	Streptococcus_mitis	C0	0.0244	0.25	36
S9-6	S9	6	Streptococcus_oralis	C12	0.1838	0.47	48
S9-6	S9	6	Streptococcus_oralis	C5	0.0700	0.31	31
S9-6	S9	6	Streptococcus_oralis	C4	0.0656	0.34	27
S9-6	S9	6	Streptococcus_oralis	C9	0.0656	0.24	12
S9-6	S9	6	Streptococcus_oralis	C15	0.0656	0.29	26
S9-6	S9	6	Streptococcus_oralis	C18	0.0525	0.51	110
S9-6	S9	6	Streptococcus_oralis	C1	0.0503	0.33	13
S9-6	S9	6	Streptococcus_oralis	C7	0.0460	0.41	34
S9-6	S9	6	Streptococcus_oralis	C6	0.0438	0.22	33
S9-6	S9	6	Streptococcus_oralis	C19	0.0438	0.29	28
S9-6	S9	6	Streptococcus_oralis	C3	0.0394	0.40	72
S9-6	S9	6	Streptococcus_oralis	C2	0.0350	0.29	57
S9-6	S9	6	Streptococcus_oralis	C14	0.0350	0.35	28
S9-6	S9	6	Streptococcus_oralis	C22	0.0350	0.26	50
S9-6	S9	6	Streptococcus_oralis	C10	0.0306	0.23	14
S9-6	S9	6	Streptococcus_oralis	C16	0.0306	0.22	38
S9-6	S9	6	Streptococcus_oralis	C20	0.0306	0.43	32
S9-6	S9	6	Streptococcus_oralis	C21	0.0284	0.28	28
S9-6	S9	6	Streptococcus_oralis	C0	0.0263	0.37	43
S9-6	S9	6	Streptococcus_oralis	C17	0.0219	0.32	51
S9-6	S9	6	Streptococcus_parasanguinis	C16	0.1536	0.15	15
S9-6	S9	6	Streptococcus_parasanguinis	C12	0.1094	0.13	11
S9-6	S9	6	Streptococcus_parasanguinis	C15	0.1094	0.27	39
S9-6	S9	6	Streptococcus_parasanguinis	C1	0.0885	0.34	34
S9-6	S9	6	Streptococcus_parasanguinis	C13	0.0703	0.10	15
S9-6	S9	6	Streptococcus_parasanguinis	C4	0.0677	0.18	17
S9-6	S9	6	Streptococcus_parasanguinis	C9	0.0573	0.32	35
S9-6	S9	6	Streptococcus_parasanguinis	C8	0.0521	0.33	30
S9-6	S9	6	Streptococcus_parasanguinis	C0	0.0495	0.21	22
S9-6	S9	6	Streptococcus_parasanguinis	C5	0.0443	0.16	17
S9-6	S9	6	Streptococcus_parasanguinis	C7	0.0417	0.16	19
S9-6	S9	6	Streptococcus_parasanguinis	C14	0.0417	0.16	15
S9-6	S9	6	Streptococcus_parasanguinis	C17	0.0417	0.14	18
S9-6	S9	6	Streptococcus_parasanguinis	C2	0.0365	0.16	19
S9-6	S9	6	Streptococcus_parasanguinis	C6	0.0365	0.29	33
S9-6	S9	6	Streptococcus_salivarius	C5	0.7619	0.33	14
S9-6	S9	6	Streptococcus_salivarius	C0	0.1429	0.19	17
S9-6	S9	6	Streptococcus_salivarius	C1	0.0952	0.19	17
S9-6	S9	6	Streptococcus_sanguinis	C9	0.1702	0.33	17
S9-6	S9	6	Streptococcus_sanguinis	C13	0.1702	0.17	10
S9-6	S9	6	Streptococcus_sanguinis	C7	0.1489	0.11	11
S9-6	S9	6	Streptococcus_sanguinis	C15	0.1489	0.16	11
S9-6	S9	6	Streptococcus_sanguinis	C12	0.1277	0.14	15
S9-6	S9	6	Streptococcus_sanguinis	C0	0.0851	0.19	17
S9-6	S9	6	Streptococcus_sanguinis	C4	0.0851	0.12	10
S9-6	S9	6	Streptococcus_sanguinis	C11	0.0638	0.16	13
S9-6	S9	6	Veillonella_atypica	C10	0.6239	0.49	79
S9-6	S9	6	Veillonella_atypica	C3	0.0486	0.13	17
S9-6	S9	6	Veillonella_atypica	C6	0.0486	0.13	23
S9-6	S9	6	Veillonella_atypica	C7	0.0428	0.32	30
S9-6	S9	6	Veillonella_atypica	C9	0.0428	0.19	18
S9-6	S9	6	Veillonella_atypica	C11	0.0428	0.40	25
S9-6	S9	6	Veillonella_atypica	C4	0.0408	0.19	20
S9-6	S9	6	Veillonella_atypica	C5	0.0321	0.21	26
S9-6	S9	6	Veillonella_atypica	C1	0.0292	0.19	26
S9-6	S9	6	Veillonella_atypica	C8	0.0253	0.35	50
S9-6	S9	6	Veillonella_atypica	C2	0.0233	0.28	44
S9-6	S9	6	Veillonella_dispar	C7	0.3143	0.47	51
S9-6	S9	6	Veillonella_dispar	C8	0.2617	0.28	25
S9-6	S9	6	Veillonella_dispar	C10	0.1038	0.19	16
S9-6	S9	6	Veillonella_dispar	C14	0.0665	0.39	27
S9-6	S9	6	Veillonella_dispar	C5	0.0658	0.26	18
S9-6	S9	6	Veillonella_dispar	C2	0.0651	0.23	12
S9-6	S9	6	Veillonella_dispar	C6	0.0351	0.26	32
S9-6	S9	6	Veillonella_dispar	C9	0.0344	0.14	21
S9-6	S9	6	Veillonella_dispar	C12	0.0270	0.31	28
S9-6	S9	6	Veillonella_dispar	C1	0.0263	0.70	350
S9-6	S9	6	Veillonella_parvula	C3	0.3300	0.27	22
S9-6	S9	6	Veillonella_parvula	C4	0.1852	0.18	10
S9-6	S9	6	Veillonella_parvula	C9	0.1145	0.36	39
S9-6	S9	6	Veillonella_parvula	C10	0.0842	0.32	29
S9-6	S9	6	Veillonella_parvula	C8	0.0673	0.15	10
S9-6	S9	6	Veillonella_parvula	C11	0.0673	0.32	25
S9-6	S9	6	Veillonella_parvula	C7	0.0640	0.34	32
S9-6	S9	6	Veillonella_parvula	C5	0.0337	0.30	18
S9-6	S9	6	Veillonella_parvula	C0	0.0303	0.25	23
S9-6	S9	6	Veillonella_parvula	C12	0.0236	0.23	14
S9-7	S9	7	Gemella_haemolysans	C8	1.0000	0.18	10
S9-7	S9	7	Granulicatella_adiacens	C8	0.5000	0.27	73
S9-7	S9	7	Granulicatella_adiacens	C9	0.5000	0.31	78
S9-7	S9	7	Haemophilus_parainfluenzae	C8	0.0880	0.14	23
S9-7	S9	7	Haemophilus_parainfluenzae	C4	0.0800	0.22	31
S9-7	S9	7	Haemophilus_parainfluenzae	C5	0.0800	0.26	35
S9-7	S9	7	Haemophilus_parainfluenzae	C11	0.0800	0.14	12
S9-7	S9	7	Haemophilus_parainfluenzae	C15	0.0800	0.22	22
S9-7	S9	7	Haemophilus_parainfluenzae	C18	0.0800	0.11	13
S9-7	S9	7	Haemophilus_parainfluenzae	C1	0.0720	0.16	21
S9-7	S9	7	Haemophilus_parainfluenzae	C9	0.0720	0.11	19
S9-7	S9	7	Haemophilus_parainfluenzae	C0	0.0640	0.24	41
S9-7	S9	7	Haemophilus_parainfluenzae	C3	0.0640	0.22	32
S9-7	S9	7	Haemophilus_parainfluenzae	C13	0.0640	0.15	22
S9-7	S9	7	Haemophilus_parainfluenzae	C6	0.0480	0.20	26
S9-7	S9	7	Haemophilus_parainfluenzae	C7	0.0480	0.14	14
S9-7	S9	7	Haemophilus_parainfluenzae	C14	0.0480	0.26	18
S9-7	S9	7	Haemophilus_parainfluenzae	C19	0.0320	0.31	26
S9-7	S9	7	Neisseria_subflava	C0	0.1460	0.18	108
S9-7	S9	7	Neisseria_subflava	C8	0.1333	0.21	33
S9-7	S9	7	Neisseria_subflava	C3	0.1270	0.23	142
S9-7	S9	7	Neisseria_subflava	C6	0.1143	0.26	150
S9-7	S9	7	Neisseria_subflava	C5	0.1079	0.24	109
S9-7	S9	7	Neisseria_subflava	C7	0.1048	0.37	50
S9-7	S9	7	Neisseria_subflava	C4	0.0952	0.30	157
S9-7	S9	7	Neisseria_subflava	C2	0.0889	0.22	154
S9-7	S9	7	Neisseria_subflava	C1	0.0825	0.40	234
S9-7	S9	7	Porphyromonas_gingivalis	C16	0.2212	0.14	13
S9-7	S9	7	Porphyromonas_gingivalis	C0	0.2074	0.10	10
S9-7	S9	7	Porphyromonas_gingivalis	C14	0.2028	0.15	16
S9-7	S9	7	Porphyromonas_gingivalis	C8	0.1475	0.10	10
S9-7	S9	7	Porphyromonas_gingivalis	C2	0.1336	0.14	11
S9-7	S9	7	Porphyromonas_gingivalis	C15	0.0876	0.20	25
S9-7	S9	7	Prevotella_melaninogenica	C2	0.1549	0.30	83
S9-7	S9	7	Prevotella_melaninogenica	C1	0.1127	0.47	275
S9-7	S9	7	Prevotella_melaninogenica	C4	0.1127	0.26	84
S9-7	S9	7	Prevotella_melaninogenica	C5	0.0986	0.19	46
S9-7	S9	7	Prevotella_melaninogenica	C8	0.0986	0.27	113
S9-7	S9	7	Prevotella_melaninogenica	C9	0.0986	0.58	244
S9-7	S9	7	Prevotella_melaninogenica	C0	0.0704	0.28	77
S9-7	S9	7	Prevotella_melaninogenica	C3	0.0704	0.23	45
S9-7	S9	7	Prevotella_melaninogenica	C7	0.0704	0.22	67
S9-7	S9	7	Prevotella_melaninogenica	C6	0.0563	0.20	42
S9-7	S9	7	Prevotella_melaninogenica	C10	0.0563	0.26	70
S9-7	S9	7	Rothia_mucilaginosa	C1	0.3852	0.13	67
S9-7	S9	7	Rothia_mucilaginosa	C10	0.3443	0.15	100
S9-7	S9	7	Rothia_mucilaginosa	C4	0.2705	0.12	51
S9-7	S9	7	Streptococcus_mitis	C13	0.1837	0.14	18
S9-7	S9	7	Streptococcus_mitis	C2	0.1020	0.13	20
S9-7	S9	7	Streptococcus_mitis	C1	0.0816	0.27	28
S9-7	S9	7	Streptococcus_mitis	C10	0.0816	0.15	20
S9-7	S9	7	Streptococcus_mitis	C12	0.0816	0.14	18
S9-7	S9	7	Streptococcus_mitis	C5	0.0612	0.17	26
S9-7	S9	7	Streptococcus_mitis	C7	0.0612	0.21	18
S9-7	S9	7	Streptococcus_mitis	C8	0.0612	0.15	22
S9-7	S9	7	Streptococcus_mitis	C9	0.0612	0.21	29
S9-7	S9	7	Streptococcus_mitis	C11	0.0612	0.10	12
S9-7	S9	7	Streptococcus_mitis	C3	0.0408	0.20	16
S9-7	S9	7	Streptococcus_mitis	C4	0.0408	0.22	28
S9-7	S9	7	Streptococcus_mitis	C6	0.0408	0.15	18
S9-7	S9	7	Streptococcus_mitis	C14	0.0408	0.18	21
S9-7	S9	7	Streptococcus_oralis	C3	0.0935	0.15	23
S9-7	S9	7	Streptococcus_oralis	C6	0.0935	0.13	18
S9-7	S9	7	Streptococcus_oralis	C15	0.0748	0.16	13
S9-7	S9	7	Streptococcus_oralis	C16	0.0748	0.15	23
S9-7	S9	7	Streptococcus_oralis	C19	0.0748	0.15	13
S9-7	S9	7	Streptococcus_oralis	C21	0.0748	0.14	12
S9-7	S9	7	Streptococcus_oralis	C4	0.0654	0.13	10
S9-7	S9	7	Streptococcus_oralis	C12	0.0561	0.17	14
S9-7	S9	7	Streptococcus_oralis	C14	0.0561	0.17	11
S9-7	S9	7	Streptococcus_oralis	C17	0.0561	0.18	25
S9-7	S9	7	Streptococcus_oralis	C18	0.0561	0.30	50
S9-7	S9	7	Streptococcus_oralis	C22	0.0561	0.10	19
S9-7	S9	7	Streptococcus_oralis	C5	0.0467	0.11	11
S9-7	S9	7	Streptococcus_oralis	C7	0.0467	0.20	11
S9-7	S9	7	Streptococcus_oralis	C0	0.0374	0.12	12
S9-7	S9	7	Streptococcus_oralis	C2	0.0374	0.17	27
S9-7	S9	7	Streptococcus_parasanguinis	C1	0.3333	0.21	12
S9-7	S9	7	Streptococcus_parasanguinis	C9	0.3333	0.18	13
S9-7	S9	7	Streptococcus_parasanguinis	C15	0.3333	0.18	19
S9-7	S9	7	Streptococcus_salivarius	C5	0.4375	0.25	11
S9-7	S9	7	Streptococcus_salivarius	C2	0.1875	0.25	15
S9-7	S9	7	Streptococcus_salivarius	C0	0.1250	0.33	20
S9-7	S9	7	Streptococcus_salivarius	C1	0.1250	0.27	19
S9-7	S9	7	Streptococcus_salivarius	C10	0.1250	0.17	12
S9-7	S9	7	Streptococcus_sanguinis	C10	0.6667	0.11	18
S9-7	S9	7	Streptococcus_sanguinis	C4	0.3333	0.26	13
S9-7	S9	7	Veillonella_atypica	C10	0.1935	0.39	55
S9-7	S9	7	Veillonella_atypica	C2	0.1290	0.40	62
S9-7	S9	7	Veillonella_atypica	C4	0.1129	0.17	19
S9-7	S9	7	Veillonella_atypica	C3	0.0968	0.18	25
S9-7	S9	7	Veillonella_atypica	C8	0.0968	0.26	36
S9-7	S9	7	Veillonella_atypica	C5	0.0806	0.12	15
S9-7	S9	7	Veillonella_atypica	C7	0.0806	0.17	13
S9-7	S9	7	Veillonella_atypica	C9	0.0806	0.13	11
S9-7	S9	7	Veillonella_atypica	C1	0.0645	0.19	28
S9-7	S9	7	Veillonella_atypica	C11	0.0645	0.21	10
S9-7	S9	7	Veillonella_dispar	C7	0.1926	0.40	40
S9-7	S9	7	Veillonella_dispar	C14	0.1407	0.25	20
S9-7	S9	7	Veillonella_dispar	C10	0.1333	0.20	17
S9-7	S9	7	Veillonella_dispar	C2	0.1185	0.19	11
S9-7	S9	7	Veillonella_dispar	C12	0.0889	0.17	11
S9-7	S9	7	Veillonella_dispar	C5	0.0815	0.25	14
S9-7	S9	7	Veillonella_dispar	C1	0.0741	0.57	258
S9-7	S9	7	Veillonella_dispar	C6	0.0667	0.20	19
S9-7	S9	7	Veillonella_dispar	C8	0.0593	0.15	13
S9-7	S9	7	Veillonella_dispar	C11	0.0444	0.15	17
S9-7	S9	7	Veillonella_parvula	C3	0.3443	0.19	16
S9-7	S9	7	Veillonella_parvula	C9	0.1639	0.21	23
S9-7	S9	7	Veillonella_parvula	C7	0.1475	0.22	23
S9-7	S9	7	Veillonella_parvula	C5	0.1311	0.24	15
S9-7	S9	7	Veillonella_parvula	C0	0.1148	0.21	22
S9-7	S9	7	Veillonella_parvula	C10	0.0984	0.26	21
S9-9	S9	9	Actinomyces_odontolyticus	C6	0.3750	0.21	373
S9-9	S9	9	Actinomyces_odontolyticus	C2	0.2500	0.11	105
S9-9	S9	9	Actinomyces_odontolyticus	C9	0.2500	0.10	110
S9-9	S9	9	Actinomyces_odontolyticus	C4	0.1250	0.24	282
S9-9	S9	9	Gemella_haemolysans	C6	0.4634	0.23	26
S9-9	S9	9	Gemella_haemolysans	C10	0.2683	0.27	12
S9-9	S9	9	Gemella_haemolysans	C9	0.1707	0.13	16
S9-9	S9	9	Gemella_haemolysans	C3	0.0488	0.29	12
S9-9	S9	9	Gemella_haemolysans	C4	0.0488	0.24	10
S9-9	S9	9	Granulicatella_adiacens	C9	0.2488	0.12	42
S9-9	S9	9	Granulicatella_adiacens	C11	0.1642	0.18	15
S9-9	S9	9	Granulicatella_adiacens	C8	0.1194	0.11	35
S9-9	S9	9	Granulicatella_adiacens	C5	0.1144	0.16	20
S9-9	S9	9	Granulicatella_adiacens	C3	0.0846	0.25	43
S9-9	S9	9	Granulicatella_adiacens	C6	0.0796	0.21	15
S9-9	S9	9	Granulicatella_adiacens	C2	0.0697	0.29	18
S9-9	S9	9	Granulicatella_adiacens	C10	0.0697	0.21	12
S9-9	S9	9	Granulicatella_adiacens	C7	0.0498	0.19	10
S9-9	S9	9	Haemophilus_parainfluenzae	C7	0.1804	0.14	20
S9-9	S9	9	Haemophilus_parainfluenzae	C3	0.1314	0.22	34
S9-9	S9	9	Haemophilus_parainfluenzae	C4	0.0913	0.27	44
S9-9	S9	9	Haemophilus_parainfluenzae	C0	0.0891	0.17	30
S9-9	S9	9	Haemophilus_parainfluenzae	C16	0.0869	0.14	31
S9-9	S9	9	Haemophilus_parainfluenzae	C17	0.0735	0.14	30
S9-9	S9	9	Haemophilus_parainfluenzae	C12	0.0445	0.15	17
S9-9	S9	9	Haemophilus_parainfluenzae	C13	0.0423	0.16	23
S9-9	S9	9	Haemophilus_parainfluenzae	C1	0.0401	0.31	40
S9-9	S9	9	Haemophilus_parainfluenzae	C5	0.0401	0.14	20
S9-9	S9	9	Haemophilus_parainfluenzae	C19	0.0401	0.33	46
S9-9	S9	9	Haemophilus_parainfluenzae	C2	0.0379	0.13	26
S9-9	S9	9	Haemophilus_parainfluenzae	C8	0.0356	0.13	17
S9-9	S9	9	Haemophilus_parainfluenzae	C14	0.0356	0.27	20
S9-9	S9	9	Haemophilus_parainfluenzae	C11	0.0312	0.12	11
S9-9	S9	9	Neisseria_subflava	C1	0.3745	0.58	347
S9-9	S9	9	Neisseria_subflava	C7	0.1915	0.40	52
S9-9	S9	9	Neisseria_subflava	C4	0.0958	0.36	177
S9-9	S9	9	Neisseria_subflava	C3	0.0909	0.28	158
S9-9	S9	9	Neisseria_subflava	C6	0.0767	0.31	158
S9-9	S9	9	Neisseria_subflava	C0	0.0626	0.28	161
S9-9	S9	9	Neisseria_subflava	C5	0.0577	0.32	141
S9-9	S9	9	Neisseria_subflava	C2	0.0282	0.25	153
S9-9	S9	9	Neisseria_subflava	C8	0.0221	0.28	40
S9-9	S9	9	Porphyromonas_gingivalis	C14	0.3502	0.20	18
S9-9	S9	9	Porphyromonas_gingivalis	C12	0.2761	0.20	32
S9-9	S9	9	Porphyromonas_gingivalis	C8	0.1363	0.21	19
